Alignment ID,Fill %,LMID,Average Mz,Theroy MZ,Average Rt(min),Pre RT,RT Score,Average CCS,Pre CCS,CCS Score,Area_mean,Area_std,Sample0_Match MSMS,Sample1_Match MSMS,Sample2_Match MSMS,Sample3_Match MSMS,Sample0_MSMS Score,Sample1_MSMS Score,Sample2_MSMS Score,Sample3_MSMS Score,Sample0_MS Area,Sample1_MS Area,Sample2_MS Area,Sample3_MS Area,Sample0_Final Score,Sample1_Final Score,Sample2_Final Score,Sample3_Final Score,Average_Final Score,IsStandard
14600.0,1.0,LMST01010317_14-15_0_0_ring,414.37231,414.37302,8.351,9.08,0.9855725540577116,215.4279,217.4541627,0.902,4321248.375,362923.0721,"365.32026,383.33082","365.32026,383.33082","365.32026,383.33082","365.32026,383.33082",0.444,1.0,0.75,0.75,240068.7,187856.0,260549.9,220139.9,0.7355145108115424,0.9579145108115424,0.8579145108115424,0.8579145108115424,0.852,-1
16213.0,1.0,LMST01010330_24-25_0_0_ring,430.40387,430.404318,10.615,12.76,0.3099819802690438,221.2671,221.1968312,1.0,1144551.1562,46499.9482,381.351558,"381.351558,399.362118",381.351558,"381.351558,399.362118",0.5,0.4,0.667,0.5,222256.5,238454.2,243802.7,242946.6,0.6619963960538088,0.6219963960538089,0.7287963960538089,0.6619963960538088,0.669,-1
14877.0,1.0,LMST01010352_15-16_0_0_ring,416.38791,416.388669,8.637,10.25,0.5667804408441884,224.2816,225.8541183,1.0,3069823.4375,404406.787,"385.346469,367.335909",367.335909,367.335909,367.335909,0.6,0.5,0.6,0.167,571455.5,568972.9,741209.7,658698.3,0.7533560881688377,0.7133560881688377,0.7533560881688377,-1.0,0.74,-1
16063.0,1.0,LMST01010400_2-3_0_0_ring,428.39081,428.388669,8.174,8.1,1.0,224.3031,223.6652127,1.0,1532326.1562,166426.1477,-1,"379.335909,397.346469",397.346469,379.335909,0.0,0.2,0.182,0.167,,253353.7,281930.9,236173.1,-1.0,0.68,0.6728000000000001,0.6668000000000001,0.673,-1
16203.0,1.0,LMST01010468_15-16_0_0_ring,430.36771,430.367934,7.111,8.03,0.8963684511159591,218.0395,220.1362956,0.892,185052.1797,22835.6881,381.315174,-1,-1,"363.304614,381.315174",0.286,0.0,0.0,0.286,27600.66,,,34548.81,0.6504736902231918,-1.0,-1.0,0.6504736902231918,0.65,-1
30313.0,0.75,LMST01020068_5-6_0_0_chain,706.64783,706.649619,21.604,18.81,0.0040830475863895,297.7659,298.6858057,1.0,145828.9414,50917.1741,"397.38286,622.55572","397.38286,310.27404","397.38286,310.27404",-1,0.5,1.0,0.667,0.0,36527.3,33779.66,54681.47,,0.600816609517278,0.800816609517278,0.667616609517278,-1.0,0.69,-1
30313.0,0.75,LMST01020068_8-9_0_0_chain,706.64783,706.649619,21.604,18.83,0.0135197669724419,297.7659,298.8039485,1.0,145828.9414,50917.1741,397.38286,"397.38286,310.27404","397.38286,310.27404",-1,0.5,1.0,0.667,0.0,36527.3,33779.66,54681.47,,0.6027039533944885,0.8027039533944884,0.6695039533944884,-1.0,0.692,-1
16063.0,1.0,LMST01030099_12-13_0_0_ring,428.39081,428.388669,8.174,8.88,0.9992871829097392,224.3031,222.6265599,0.985,1532326.1562,166426.1477,-1,"379.335909,397.346469",397.346469,379.335909,0.0,0.2,0.182,0.167,,253353.7,281930.9,236173.1,-1.0,0.6738574365819479,0.6666574365819479,0.6606574365819479,0.667,-1
16213.0,1.0,LMST01030105_13-14_0_0_ring,430.40387,430.404318,10.615,8.53,0.3423280138835025,221.2671,223.320474,0.908,1144551.1562,46499.9482,381.351558,"381.351558,399.362118",381.351558,"381.351558,399.362118",0.5,0.4,0.667,0.5,222256.5,238454.2,243802.7,242946.6,0.6316656027767005,-1.0,0.6984656027767006,0.6316656027767005,0.654,-1
16047.0,1.0,LMST01030109_1-2_0_0_chain,428.38739,428.388669,7.26,7.87,1.0,221.1522,223.0503844,0.939,322069.8438,38352.4145,358.31042,358.31042,358.31042,358.31042,0.333,0.333,0.429,0.667,63919.5,54340.63,72929.63,57475.66,0.7088000000000001,0.7088000000000001,0.7472000000000001,0.8424,0.752,-1
